PM2.5,PM10,NO2,SO2,CO,O3,AQI
54.43,190.46,88.3,24.81,0.67,32.29,160.64
142.85,82.83,41.31,43.13,2.19,76.38,317.8076923
134.62,179.92,95.13,26.17,6.79,97.77,311.4769231
80.07,72.19,86.14,5.41,9.4,81.87,164.5666667
121.04,69.31,11.64,13.8,8.97,150.33,301.0307692
23.87,62.32,66.28,21.52,7.38,180.98,231.7179487
10.73,111.29,26.52,38.53,6.86,189.46,253.4615385
110.3,65.01,77.44,9.78,6.54,18.98,265.3333333
108.11,173.3,27.75,20.85,8.63,140.41,258.0333333
141.21,102.76,52.99,11.57,7.29,119.52,316.5461538
76.74,134.92,58.13,28.13,2.4,128.61,153.4666667
60.54,125.24,8.41,30.23,9.64,198.17,275.7948718
127.46,11.44,66.63,28.91,7.43,59.84,305.9692308
37.13,189.74,33.92,24.54,9.14,89.33,160.16
32.74,151.89,39.84,4.05,3.59,183.94,239.3076923
119.21,64.62,33.28,14.06,7.7,82.7,295.0333333
80.61,195.89,14.28,20.86,7.83,42.91,166.3666667
58.12,151.69,24.06,42.14,9.12,54.75,134.7933333
35.05,20.49,25.1,19.92,0.53,23.29,57.75
136.51,125.73,23.14,46.44,8.11,93.16,312.9307692
26.73,80.43,63.36,46.34,8.95,29.58,80.43
13.53,17.2,96.9,26.09,6.23,44.04,116.9
95.23,128.93,65.27,30.16,9.35,161.75,215.1
66.75,131.16,75.17,14.19,1.1,60.39,121.1066667
98.45,180.96,70.46,13.95,2.01,50.47,225.8333333
24.17,158.3,24.18,49.4,7.6,70.74,139.2
102.75,198.02,45.72,45.72,0.59,170.66,240.1666667
14.82,133.15,7.85,9.94,1.77,60.25,122.4333333
35.49,11.51,51.42,40.27,1.46,104.39,106.0597015
118.31,151.39,97.96,31.06,1.06,186.04,292.0333333
101.18,188.86,20.28,34.95,3.34,164.82,234.9333333
127.99,11.74,86.43,12.11,2.03,20.22,306.3769231
60.42,24.64,90.95,33.37,5.6,19.21,110.95
99.31,195.56,66,8.48,5.96,47.06,228.7
48,98.08,36.6,6.42,6.7,66.17,98.08
120.08,64.14,75.78,17.33,2.8,24.04,94.475
96.14,162.88,87.76,25.49,0.65,72.14,218.1333333
61.57,177.26,39.62,39.12,7.21,33.21,151.84
13.28,111.51,76.51,10.07,2.95,183.17,237.3333333
12.66,139.9,77.5,8.21,6.74,81.82,126.9333333
68.89,98.94,8.33,16.44,6.74,64.2,127.3
88.12,69.24,23.7,39.83,5.65,179.21,227.1794872
134.05,37.07,84.85,3.37,4.51,180.24,311.0384615
107.83,42.24,45.33,16.49,8.63,192.05,260.1025641
137.75,62.13,53.78,25.95,5.38,157.85,313.8846154
97.34,178.61,14.24,9.7,1.08,28.94,222.1333333
119.52,173.3,64.77,6.39,5.81,171.17,296.0666667
111.01,10.03,86.74,18.78,8.47,53.68,267.7
121.21,45.66,12.21,41.07,0.25,106.51,301.1615385
130.78,101.71,32.61,26.53,2.17,168.42,308.5230769
138.11,43.85,68.74,8.25,0.4,58.87,314.1615385
139,10.62,6.35,45.61,0.24,48.49,314.8461538
125.69,48.58,42.72,35.37,3.45,93.24,304.6076923
20.72,70.65,91.82,19.41,8.58,129.6,143.6865672
139.31,143.92,64.72,34.09,6.22,53.16,315.0846154
95.05,71.96,42.2,36.52,4.06,118.89,214.5
141.99,120.19,55.38,34.92,6.28,140.15,317.1461538
41.38,199.3,73.89,35,5.18,45.39,166.5333333
96.94,123.03,45.95,30.97,3.83,23.56,220.8
39.55,146.84,51.5,20.13,9.48,101.29,131.56
82.44,176.29,63.42,49.3,5.51,112.72,172.4666667
111.6,59.44,38.44,22.9,9.61,90.53,269.6666667
108.57,11.35,68.4,14.7,6.91,198.68,277.1025641
139.98,118.2,23.18,11,5.64,158.91,315.6
117.4,71.83,40.21,10.79,0.48,163.71,289
13.24,155.89,66.83,1.76,3.26,173.85,213.4358974
115.35,68.62,72.67,3.02,0.99,30.68,282.1666667
49.5,163.97,14.81,11.29,7.06,120.24,142.98
16.51,111.27,77.81,46.88,7.54,18.7,107.8466667
77.66,88.57,51.98,27.3,3.63,89.41,156.5333333
88.4,180.57,47.15,49.58,8.83,147.51,192.3333333
87.3,98.78,76.62,41.44,2.49,71.71,188.6666667
131.39,100.46,72.79,26,2.16,123.27,308.9923077
86.29,102.77,31.62,44.01,2.4,18.25,185.3
142.06,181.78,11.74,14.23,4.52,33.28,317.2
80.32,179.53,40.15,34.49,7.65,170.74,205.4615385
98.73,169.06,19.63,11.17,9.86,144.82,226.7666667
91.64,113.85,27.9,39.73,9.73,19.14,203.1333333
115.86,163.91,65.07,4.63,0.39,154.62,283.8666667
75.55,75.42,80.53,11.8,2.34,84.2,149.5
29.94,139.11,50.4,11.16,9.68,160.4,189.6567164
106.23,53.04,79.16,30.43,4.74,65.49,251.7666667
81.03,137.13,49.3,47.9,4.97,54.87,167.7666667
139.7,89.49,73.57,29.72,8.32,137.77,315.3846154
77.81,97.66,51.96,11.62,4.76,117.77,157.0333333
40.67,160.74,27.07,49.76,7.95,112.41,140.8266667
106.8,124.07,57.51,44.73,7.47,93.29,253.6666667
89.1,21.07,66.31,24.45,5.08,90.76,194.6666667
80.26,44.68,99.6,41.89,2.66,39.44,165.2
57.93,117.78,63.83,36.01,0.49,58.37,112.1866667
87.43,44.49,6.87,18.22,2.26,53.17,189.1
9.4,79.43,13.44,8.7,2.06,87.87,87.87
64.82,192.16,52.54,40.99,2.97,69.11,161.7733333
132.22,90.14,71.58,32.87,1.49,79.1,309.6307692
116.45,147.97,16.56,7.44,1.11,124.59,285.8333333
120.73,55.83,86.7,48.98,2.5,24.98,106.7
97.93,93.45,90.09,11.59,1,77.91,224.1
77.21,18.89,70.11,14.39,3.54,130.64,155.0333333
99.41,159.51,70.55,43.3,5.22,39.18,229.0333333
66.39,140.29,94.25,15.23,1.84,176.94,221.3589744
33.11,10,54.12,9.48,0.39,35.7,67.4
10.05,97.51,22.28,15.48,4.5,194.51,266.4102564
12.49,155.97,74.91,9.48,1.39,49.06,137.6466667
114.08,62.27,17.14,19.62,6.93,191.35,277.9333333
112.74,188.47,27.08,43.31,2.71,44.84,273.4666667
132.63,160.95,67.37,37.48,4.36,90.07,309.9461538
58.51,18.58,5.88,24.2,2.9,196.15,270.6153846
95.25,150.41,51.52,16.57,2.66,53.77,215.1666667
103.6,141.91,40.65,18.3,4.79,101.18,243
143.27,196.41,87.36,47.77,2.53,19.13,318.1307692
64.24,187.97,64.7,23.29,0.37,94.19,158.98
137.52,73.58,21.87,35.17,6.38,17.23,313.7076923
140.6,15.8,89.46,10.32,5.94,186.77,316.0769231
19.73,181.74,15.41,28.54,2.27,24.85,154.8266667
125.54,131.82,24.82,7.8,3.37,175.54,304.4923077
8.83,179.36,8.94,1.47,9.45,189.13,252.6153846
60.38,140.26,59.07,6.84,2.89,96.95,127.1733333
144.62,189.26,52.3,24.03,6.75,102.65,319.1692308
72.9,108.71,47.69,31.4,8.24,64.14,140.6666667
5.87,21.36,59.44,40.97,6.59,19.05,74.05
76.08,137.53,82.06,38.23,5.8,136.23,153.5820896
119.08,128.39,22.92,20.68,0.35,98.51,294.6
55.04,82.42,66.91,31.69,9.15,19.03,91.06666667
115.34,135.3,94.78,49.98,8.17,47.8,282.1333333
25.78,42.86,29.74,32.14,0.22,143.73,164.7761194
78.8,154.93,74.66,47.97,2.23,35.44,160.3333333
10.87,108.85,7.67,19.53,5.98,80.57,106.2333333
125.43,13.27,34.77,19.54,3.95,119.01,304.4076923
7.21,49.4,81.57,47.18,7.53,149.62,173.5671642
16.83,167.86,84.84,40.56,7.99,36.98,145.5733333
128.57,157.32,55.46,47.77,8.31,187.13,306.8230769
69.42,67.24,71.75,47.3,5.73,190.8,256.8974359
16.45,121.5,94.28,48.85,1.42,182.1,234.5897436
106.69,18.72,27.52,39.9,5.26,107.2,253.3
121.65,167.41,11.38,17.97,1.73,168.39,301.5
45.6,72.96,87.55,39.31,2.15,150.9,175.4776119
111.56,46.89,43.2,15.94,5.75,65.49,269.5333333
117.74,195.45,99.33,36.93,9.15,39.57,290.1333333
47.65,165.32,98.3,23.85,8.01,111.38,143.88
20.28,42.85,73.26,44.45,6.55,139.54,158.5223881
45.24,196.78,10.1,16.63,8.18,99.64,164.8533333
11.91,149.64,87.72,9.42,7.99,168.91,133.4266667
138.4,41.65,32.2,40.71,3.32,61.88,314.3846154
98.64,148.82,99.28,1.77,8.46,38.95,226.4666667
9.13,41.23,90.33,31.78,3.89,126.95,139.7313433
37.76,170.16,23.36,36.05,5.5,187.7,248.9487179
108.82,100.24,60.85,7.26,9.95,46.92,260.4
100.66,59.05,46.14,5.74,5.46,51.68,233.2
130.65,27.42,55.79,12.96,0.2,70.15,308.4230769
140.41,159.31,47.78,46.6,0.49,154.24,315.9307692
137.04,108.54,82.9,8.72,2.24,42.42,313.3384615
68.32,165.4,5.48,24.77,4.02,174.29,214.5641026
28.53,132.17,65.24,12.53,4.95,129.89,144.119403
60.67,95.36,65.53,13,8.69,156.72,184.1641791
31.62,46.95,32.53,10.63,1.25,144.77,166.3283582
97.17,100.04,78.36,24.39,9.98,191.46,258.5897436
47.46,152.02,64.83,19.45,9.22,32.29,135.0133333
68.66,82.84,96.87,40.11,3.35,94.33,126.5333333
37.55,121.85,28.66,43.54,3.98,166.24,198.3731343
25.16,25.18,56.93,41.25,3.53,33.67,70.9125
8.34,92.92,28.5,27.99,0.97,78.07,92.92
19.8,11.2,47.34,27.35,8.54,155.33,182.0895522
125.59,63.17,78.83,16.31,6.23,157.9,304.5307692
33.15,82.97,99.29,6.68,7.64,153.32,179.0895522
86.75,10.12,44.1,8.13,3.52,71.19,186.8333333
27.55,98.92,74.84,18.56,8.4,106.79,109.641791
24.44,74.72,31.8,26.49,3.9,49.23,74.72
119.7,61.33,82.46,22.25,1.38,75.84,296.6666667
63.5,34.38,32.85,1.97,5.47,30.15,109.3333333
123,28.14,71.48,18.71,7.11,196.98,302.5384615
101.37,26.96,34.99,39.69,7.51,138.81,235.5666667
68.84,60.81,80.54,31.91,9.63,32.67,127.1333333
131.56,117.02,6.53,25.71,2.87,50.54,309.1230769
45.78,103.3,16.95,49.94,9.82,35.1,102.5333333
118.62,143.55,14.83,39.34,9.29,188.75,293.0666667
28.85,89.94,87.82,35.59,6.05,12.32,107.82
119.64,117.25,84.72,22.49,5.55,109.57,296.4666667
80.86,31.52,28.62,18.78,2.56,100.94,167.2
140.59,192.97,86.16,41.27,8.66,86.21,316.0692308
101.44,53.96,73.96,23.38,5.8,40.8,235.8
119.48,89.17,48.25,13.24,3.76,168.54,295.9333333
137.06,75.68,17.84,22.98,1.42,55.54,313.3538462
75.69,36.81,47.93,41.53,6.43,60.67,149.9666667
6.31,51.79,39.53,49.26,5.06,145.46,167.358209
57.82,193.23,77.11,20.86,0.29,62.71,162.4866667
71.8,149.21,7.42,18.31,4.91,94.04,137
137.41,78.03,15.26,24.7,8.33,17.94,313.6230769
55.36,37.41,52.1,44.15,6.46,138.23,156.5671642
97.15,147.47,49.13,37.72,1.86,173.68,221.5
64.74,12.15,40.01,32.87,3.24,178.73,225.9487179
69.77,156.52,39.14,16.05,1.57,142.14,162.4029851
55.63,172.14,82.05,4.93,5.03,77.21,148.4266667
114.35,54.59,75.76,38.79,9.98,124.57,278.8333333
110.2,63.34,62.49,39.85,6.16,38.91,265
13.21,124.78,58.39,10.98,3.84,74.45,116.8533333
140.87,36.78,71.91,3.83,4.17,123.21,316.2846154
38.88,58.26,51.49,7.72,7.63,76.36,76.36
79.24,136.41,35.65,33.1,3.02,181.82,233.8717949
104.22,98.29,78.12,18.64,0.89,58.56,245.0666667
68.68,153.52,66.32,17.56,0.45,50.13,136.0133333
14.3,126.35,6.8,37.16,5.2,168.9,117.9
36.82,47.1,98.79,2.93,3.4,127.13,140
92.78,86.53,74.66,34.47,8.59,123.37,206.9333333
7.69,79.85,32.45,46.84,1.41,15.13,79.85
29.13,22.81,84.03,25.56,2.68,194.78,267.1025641
115.1,199.14,33.25,20.47,9.32,131.68,281.3333333
139.04,21.24,5.36,24.77,2.01,129.07,314.8769231
66.21,27.56,49.82,19.02,9.84,91.53,118.3666667
51.55,146.72,8.92,3.07,1.23,84.43,131.48
92.83,47.09,49.98,12.49,8.79,184.03,239.5384615
133.14,191.65,18.11,34.03,4.05,89.81,310.3384615
76.31,59.07,8.61,5.88,5.94,196.46,271.4102564
117.3,101.37,91.54,13.01,8.98,60.8,288.6666667
106.27,106.1,6.71,42.14,3.26,137.46,251.9
23.07,43.24,5.82,38.1,2.43,181.58,233.2564103
137.68,152.02,82.59,23.35,8.18,88.67,313.8307692
108.75,120.14,74.07,24.2,2.06,68.29,260.1666667
21.36,152.12,47.18,45.95,5.49,104.43,135.08
82.58,134.67,22.88,13.5,2.64,137.25,172.9333333
86.34,54.76,86.05,35.87,1.98,38.27,185.4666667
85.77,15.59,58.31,3.16,8.62,167.79,200.6865672
95.04,50.47,30.98,14.85,1.97,158.28,214.4666667
40.72,25.81,22.36,44.53,5.15,160.17,189.3134328
9.23,111.79,53.41,42.85,9.82,15.68,108.1933333
79.12,93.43,70.17,2.41,7.62,160.35,189.5820896
87.93,189.25,80.32,31.23,8.23,102.95,190.7666667
18.77,106.16,39.39,40.84,7.12,180.43,230.3076923
133.23,16.55,42.11,5.86,4.97,178.03,310.4076923
43.43,192.28,88.22,42.16,3.17,146.93,169.5522388
98.94,177.7,86.23,21.6,9,177.82,227.4666667
120.87,89.03,23.97,11.18,7.24,194.45,266.2564103
85.78,197.32,64.45,27.15,1.11,165.1,196.6716418
137.01,68.44,45.19,39.86,5.15,84.08,313.3153846
130.24,79.44,24.94,3.77,7.17,70.59,308.1076923
36.48,191.68,51.63,43.46,9.56,34.34,161.4533333
104.12,67.5,93.43,40.54,1.57,18.67,244.7333333
115.44,117.05,7.92,35.61,2.34,83.84,282.4666667
102.5,184.42,73.87,37.18,2.31,124.93,239.3333333
70.75,166.96,12.91,4.83,8.39,193.37,263.4871795
116.6,196.45,24.22,6.93,7.94,113.16,286.3333333
125.59,41.65,95.88,5.63,8.31,79.93,304.5307692
60.98,132.04,64.44,21.68,7.82,93.63,121.6933333
10.22,137.25,99.34,23.2,5.05,181.95,234.2051282
119.41,108.11,30.02,18.79,5.39,66.64,295.7
143,178.39,82.64,35.52,1.21,115.56,317.9230769
146.3,197.01,57.15,45.88,4.98,156.21,320.4615385
87.45,49.15,11.54,20.03,0.63,157.75,189.1666667
107.17,114.54,77.13,29.29,2.37,170.59,254.9
61.06,163.19,12.8,9.01,2.33,31.21,142.46
29.61,184.82,82.81,39.3,2.87,166.12,198.1940299
93.28,29.22,78.87,5.6,1.52,76.21,208.6
35.77,125.01,65.8,36.83,9.14,126.48,139.0298507
52.06,96.18,26.12,11.46,5.42,77.02,96.18
130.74,33.69,97.99,47.48,5.8,198.43,308.4923077
114.84,159.58,46.83,1.98,0.42,194.14,280.4666667
59.95,33.71,72.82,49.31,5.45,107.68,110.9701493
33.32,154.61,79.84,30,5.67,103.74,136.74
91.44,143.91,41.77,49.19,5,23.96,202.4666667
112.59,104.06,98.61,38.4,8.55,134.4,272.9666667
24.7,147.24,89.48,41.88,6.72,14.5,131.8266667
14.13,49.5,87.53,3.9,8.66,173.1,211.5128205
65.45,30.43,37.77,44.96,1.08,153.99,180.0895522
81.45,57.81,49.8,32.45,2.23,12.32,169.1666667
42.34,13.61,78.06,34.85,9.4,109.63,113.880597
37.65,127.98,5.1,41.57,3.75,194.38,266.0769231
120.83,38.57,97.96,33.88,3.96,10.95,117.96
76.19,19.69,48.92,18.32,0.92,92.4,151.6333333
17.44,89.79,79.57,45.34,6.6,153.39,179.1940299
135.26,134.41,44.04,28.81,2.68,124.6,311.9692308
110.01,194.5,46.95,13.45,5.26,137.04,264.3666667
16.39,93.55,90.01,25.56,4.86,27.73,110.01
104.85,54.31,44.02,48.48,2.49,37.17,247.1666667
12.68,96.22,86.96,12.18,5.34,163.86,194.8208955
147.44,127.94,88.13,40.26,0.87,145.7,321.3384615
138.42,35.5,68.85,26.63,4.9,95.2,314.4
54.37,64.76,35.99,2.61,8.55,10.11,89.95
60.12,97.29,26.23,19.42,3.12,26.87,97.29
137.33,90.36,68.44,39.21,6.55,167.71,313.5615385
27.69,18.01,40.57,47.99,3.01,31.85,59.7375
89.56,87.06,71.19,44.77,6.12,50.23,196.2
70.66,34.57,63.52,45.12,4.56,189.39,253.2820513
94.44,18.82,44.34,34.64,2.05,183.7,238.6923077
71.12,185.84,93.38,2.62,8.03,65.91,157.56
118.88,10.51,38.06,33.43,7.66,127.41,293.9333333
14.62,132.69,87.5,11.8,6.72,106.79,122.1266667
28.05,138.47,22.56,19.95,0.61,97.04,125.98
42.61,193.53,99.73,47.88,2.91,131.88,162.6866667
36.36,146.12,89.8,8.51,9.53,52.47,131.08
67.53,177.08,88.58,20.67,3.7,123.32,151.72
51.48,176.1,91.26,21.9,9.11,86.21,151.0666667
51.49,127.3,18.83,5.08,1.52,124.24,135.6865672
25.6,15.49,98.66,10.59,0.76,182.44,235.4615385
36.13,36.28,72.25,15.35,0.98,164.67,196.0298507
38.08,136.93,25.36,30.59,0.89,12.02,124.9533333
53.19,55.22,75.97,25.15,9.54,155.2,181.8955224
96.39,83.29,60.09,22.26,0.34,193,262.5384615
66.09,158.69,32.82,22.96,3,76.08,139.46
128.22,198.59,11.84,41.38,6.53,31.51,306.5538462
39.22,167.54,26.58,4.02,0.81,71.91,145.36
47.79,18.03,70.09,10.68,7.75,189.24,252.8974359
48.94,34.68,82.3,26.86,6.74,63.8,102.3
139.85,20.47,57.11,3.48,0.11,10.44,315.5
74.4,117.41,34.24,20.72,3.78,140,159.2089552
31.75,145.77,89.48,24.94,0.14,25.63,130.8466667
87.75,137.67,29.12,41.63,6,100.75,190.1666667
107.72,80.2,89.56,26.51,6.31,42.42,256.7333333
121.74,16.44,85.2,28.14,6.96,128.72,301.5692308
139.89,138.02,40.8,18.6,5.24,84.7,315.5307692
51.35,20.86,53.6,10.74,8.87,142.26,162.5820896
107.98,147.64,47.76,45.32,1.27,171.77,257.6
134.44,15.47,15.51,6.68,4.96,140.27,311.3384615
77.69,178.64,47.25,6.22,7.19,111.35,156.6333333
48.56,65.16,10.63,34.41,9.37,193.43,263.6410256
38.41,10.55,24.38,33.91,8.87,16.5,63.35
114.09,130.95,33.23,10.36,1.06,70.88,277.9666667
112.43,71.31,92.25,33.54,5.24,145.32,272.4333333
141.42,185.85,86.47,16.88,5.58,17.34,316.7076923
70.33,72.26,53.32,19.67,1.5,154.76,181.238806
121.43,128.21,50.58,11.86,2.16,55.97,301.3307692
40.86,144.24,48.02,39.98,1.06,186,244.5897436
134.3,156.6,23.38,33.11,8.94,196.7,311.2307692
111.07,51.9,20.77,9.14,9.57,184.62,267.9
147.98,130.98,36.23,28.27,2.66,161.98,321.7538462
23.4,26.85,77.97,35.38,4.39,44.94,97.2125
120.1,73.28,87.45,24.64,7.83,185.31,242.8205128
44.76,159.02,97.4,7.67,8.36,74.64,139.68
69.74,185.61,66.08,39.96,3.45,88.16,157.4066667
61.98,57.84,56.01,44.45,4.83,23.04,104.2666667
75.42,37.98,76.16,28.9,0.55,65.41,149.0666667
34.38,61.86,18.32,9.51,3.33,172.17,209.1282051
107.04,192.65,10.46,2.93,5.95,34.61,254.4666667
53.87,71.39,97.94,29.14,7.71,50.9,117.94
115.73,18.76,76.62,40.15,3.91,72.55,283.4333333
100.59,138.65,9.68,28.4,1.09,196.56,271.6666667
124.92,142.64,39.69,29.9,7.14,120.68,304.0153846
76.91,25.5,58.05,31.41,8.02,114.73,154.0333333
57.11,118.91,93.54,3.85,2.18,131.21,146.0895522
78.17,172.07,9.31,27.54,7.93,125.16,158.2333333
127.05,20.2,55.51,30.88,3.08,162.3,305.6538462
135.32,190.29,45.15,11.39,5.77,151.36,312.0153846
45.15,196.62,10.14,32.12,1,80.07,164.7466667
112.77,119.93,98.23,9.83,7.07,143.62,273.5666667
133.33,186.37,95.63,13.2,5.3,15.61,310.4846154
125.07,163.51,25.1,42.65,6.15,189.61,304.1307692
130.45,184.31,77.08,5.48,1.7,83.38,308.2692308
11.58,62.28,88.74,12.28,6.77,168.56,108.74
30.45,106.46,58.29,35.08,1.34,26.97,104.64
108.13,193.7,45.2,23.72,2.93,104.93,258.1
144.03,107.28,90.32,37.88,6.6,156.83,318.7153846
116.61,144.36,46.98,5.77,5.48,146.78,286.3666667
81.41,15.36,57.81,34.45,9.13,98.39,169.0333333
139.56,149.75,39.73,16.04,3.6,149.37,315.2769231
121.75,183.87,61.06,1.56,7.19,70.52,301.5769231
41.03,117.17,41.12,28.61,5.14,177.59,223.025641
60.75,76.38,29.81,43.17,0.92,55.12,76.38
139.8,168.81,45.24,39.36,8.69,10.42,315.4615385
10.28,181.75,54.53,29.55,6.05,34.49,154.8333333
56.22,114.32,37.11,22.24,0.31,87.04,109.88
65.59,60.23,27.11,43.15,0.14,187.28,247.8717949
83.57,66.17,76.85,18.01,1.17,137.74,176.2333333
116.96,160.64,8.39,32.11,0.65,37.57,287.5333333
55.73,184.75,67.41,45.85,8.85,123.36,156.8333333
14.84,195.06,16.2,38.68,7.11,42.78,163.7066667
136.35,182.75,42.5,37.2,6.27,49.35,312.8076923
45.58,167.65,11.11,13.2,6.01,132.11,147.4328358
114.62,134.97,23.14,47.04,9.98,11.36,279.7333333
42.59,89.15,66.05,38.63,5.15,122.54,133.1492537
84.06,197.96,37.42,19.59,4.29,191.49,258.6666667
149.55,12.96,49.81,15.63,4.53,10.77,322.9615385
39.3,57.71,80.16,10.75,1.76,40.29,64.83333333
128.58,19.5,52.79,1.72,4.78,27.86,306.8307692
113.04,150.77,74.94,21.84,7.22,122.72,274.4666667
93.59,175.11,87.37,26.05,4.91,52.42,209.6333333
137.52,81.08,54.68,18.55,5.1,128.19,313.7076923
10.94,22.48,98.14,31.59,6.91,26.99,118.14
129.82,20.06,14.21,2.81,4.42,166.56,307.7846154
104.29,24.15,85.88,27.77,3.56,190.13,255.1794872
113.74,54.12,95.7,40.1,7.43,119.13,276.8
112.9,81.86,84.15,28.57,1.51,173.56,274
58.08,114.16,67.71,6.01,7.04,53.95,109.7733333
126.31,101.97,18.43,9.96,6.22,104.66,305.0846154
112.11,192.99,31.96,36.59,1.92,26.35,271.3666667
14.36,149.18,96.22,19.81,7.48,54.28,133.12
109.89,133.82,98.55,33.11,7.99,62.57,263.9666667
16.14,156.28,40.98,4.57,1.99,19.02,137.8533333
144.72,14.48,65.2,34.79,0.13,43.85,319.2461538
99.86,35.98,44.31,7.19,2.71,55.44,230.5333333
112.3,151.64,19.68,26.47,1.29,52.31,272
147.23,104.73,60.68,8.13,5.97,105.7,321.1769231
138.89,88.18,27.59,7.91,6.13,94.44,314.7615385
95.3,186.04,39.68,9.43,4.98,186.49,245.8461538
105.39,193.2,99.97,1.91,7.22,10.91,248.9666667
71.72,97.14,20.61,19.37,5.91,135.41,152.358209
6.55,96.59,42.06,41.76,1.92,85.38,96.59
80.22,185.5,52.32,19.93,9.81,193.27,263.2307692
139.61,98.75,11.44,5.41,3.72,115.93,315.3153846
93.43,119.09,17.12,48.64,2.59,68.76,209.1
33.86,121.84,70.89,21.08,2,21.08,114.8933333
93.07,84.88,77.97,4.77,4.6,160.66,207.9
69.57,169.93,54.34,21.11,4.24,115.63,146.9533333
52.91,150.66,17.51,39.37,2.63,167.75,200.6268657
130.88,154.24,71.32,6.42,2.71,114.39,308.6
8.91,151.69,60.48,40.78,5.24,60.04,134.7933333
109.99,67.55,32.97,9.09,4.7,164.06,264.3
112.38,38.95,44.08,30.6,6.02,40.78,272.2666667
111.58,105.39,15.88,4.51,8.41,39.75,269.6
113.01,34.33,53.78,8.53,2.36,117.05,274.3666667
112.17,142.37,25.93,40.21,1.48,37.45,271.5666667
115.73,13.91,15.39,22.53,9.52,28.2,283.4333333
53.17,52.98,37.06,43.75,6.14,14.02,87.95
96.16,50.71,89.97,17.53,4.85,123.97,218.2
12.79,51.83,81.94,22.22,6.65,119.13,128.0597015
115.6,126.71,35.11,6.26,2.8,81.43,283
18.67,128.8,87.54,45.25,2.41,193.27,263.2307692
132.05,91.96,72.44,46.32,4.38,120.71,309.5
10.58,165.48,21.79,27.99,9,134.95,151.6716418
117.81,142.76,61.99,12.47,2.97,151.26,290.3666667
114.76,111.58,27.12,45.98,0.35,127.07,280.2
95.15,62.22,43.96,28.42,7.16,118.34,214.8333333
71.42,102.01,23.32,32.1,7.21,41.79,135.7333333
98.6,140.38,78.2,33.16,9.24,166.06,226.3333333
132.61,140.3,19.36,7.96,6.54,168.36,309.9307692
122.48,140.38,99.6,33.16,1.91,163.06,302.1384615
61.97,144.77,80.22,20.62,4.03,110.37,130.18
116.07,24.9,42.39,44.65,2.69,161.25,284.5666667
33.97,39.01,26.85,47.25,4.14,117.31,125.3432836
78.29,122.71,25.22,8.29,6.91,78.46,158.6333333
44.44,132.9,79.78,16.82,7.05,48.11,122.2666667
30.06,52.81,93.55,25.73,0.95,191.99,259.9487179
83.27,156.65,53.33,37.44,1.02,151.86,176.9104478
41.12,154.44,26.44,32.25,5.68,189.01,252.3076923
28.61,169.24,7.1,29.81,2.13,79.38,146.4933333
102.3,45.77,59.52,14.47,9.24,61.44,238.6666667
104.15,138.82,57.59,4.42,6.27,34.16,244.8333333
72.94,146.41,83.72,16.75,5.28,116.98,140.8
7.05,182.32,88.21,11.09,5.88,48.64,155.2133333
119.57,118.09,94.79,10.05,4.95,77.96,296.2333333
58.71,96.84,22.83,25.41,2.96,100.95,97.18333333
39.53,97.98,17.9,19.46,4.86,194.58,266.5897436
54.86,75.73,97.58,12.36,8.27,175.15,216.7692308
91.21,142.17,50.3,18.41,2.39,83.82,201.7
103.78,103.02,30.4,9.32,6.01,148.74,243.6
67.25,163.59,5.42,23.57,6.1,24.76,142.7266667
100.93,102.16,7.97,46.56,3.83,55.62,234.1
115.56,32.53,86.27,35.04,2.27,84.68,282.8666667
118.96,42.27,14.11,25.49,3.8,155.08,294.2
56.12,131.23,15.74,13.2,8.99,13.97,121.1533333
51.94,20.76,22.44,34.21,0.47,72.2,85.9
60.29,146.02,68.32,39.8,0.56,181.91,234.1025641
12.97,100.07,82.15,20.19,5.12,171.08,206.3333333
90.49,110.1,68.25,14.58,3.02,158.23,186.4179104
78.25,60.7,29.61,40.18,6.21,31.13,158.5
143.35,49.8,13.23,23.13,1.68,196.28,318.1923077
83.75,166.75,94.21,1.21,4.23,198.9,277.6666667
147.8,25.81,38.84,31.45,1.79,190.21,321.6153846
14.57,112.59,9.5,49.89,4.6,154.25,180.4776119
67.92,145.37,11.12,25.13,5.29,76.61,130.58
59.33,64.06,19.27,10.23,8.43,177.61,223.0769231
91.17,38.44,69.8,39.81,1.52,63.39,201.5666667
17.4,182.12,11.72,12.03,1.58,138.13,156.4179104
136.24,94.45,73.32,9.54,6.7,85.51,312.7230769
98.85,47.83,46.75,44.48,1.93,63.09,227.1666667
13.78,68.04,8.83,2.44,4.85,87.66,87.66
82.03,179.04,50.59,15.58,5.8,97.62,171.1
95.16,73.59,37.78,46.43,9.36,159.64,214.8666667
119.18,111.14,54.55,36.38,0.92,69.73,294.9333333
110.63,19.17,95.73,6.42,2.45,113.96,266.4333333
25.35,92.53,64.58,32.18,9.42,33.06,92.53
18.66,105.28,21.15,29.26,6.03,67.64,103.8533333
99.76,74.61,84.73,16.84,8.87,147.1,230.2
47.6,10.48,30.63,13.11,9.33,145,166.6716418
86.67,29.39,89.33,12.15,9.7,47.91,186.5666667
7.43,20.48,99.31,19.62,5.58,84.9,119.31
69.54,14.88,12.74,46.04,3.53,112.73,129.4666667
28.24,23.42,73.5,32.05,7.33,49.25,91.625
